id,scientific,scientif_1,eventDate,lon,lat,institutio,collection,catalogNum,scientif_2,originalsc,absence,acceptedNa,accepted_1,accessRigh,aphiaID
2ebfc4ab-b928-4128-ac6a-361a611360be,Cepphus grylle,,,-59.71,46.09,"Canadian Wildlife Service-Atlantic, Environment Canada",,-1666739583_589740207_726616491,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
2ed6d082-3c87-409c-af46-ab5734a95d19,Cepphus grylle,,,-64.4,48.84,"Canadian Wildlife Service-Atlantic, Environment Canada",,58439636_-649322271_-151546070,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
2f0d6678-0537-4ecd-992b-2a36a6d83db8,Cepphus grylle,"(Linnaeus, 1758)",01/01/1983 00:00,-56.23729,46.84991,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NF000202_BLGU_474_1983-01-01,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
2f1080ee-c80d-4e64-bce2-3ddbc8b18d85,Cepphus grylle,"(Linnaeus, 1758)",2017-03-21T09:37:53,-71.0659,40.3447,NORMANDEAU,1817,1817_45622,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
2f1b2b40-8a16-45d4-bb87-7f9d9da16847,Cepphus grylle,,,-53.33,46.61,"Canadian Wildlife Service-Atlantic, Environment Canada",,1201195787_953810740_-2022480094,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
2f808aec-1bc3-4620-ac7d-76b0376bddc1,Cepphus grylle,"(Linnaeus, 1758)",1971-07-02T12:00:00Z,-59.81575012,46.18328094,ACCD,EOR,31748,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
2f8baac8-ca10-4595-8b52-ec561816fed8,Cepphus grylle,"(Linnaeus, 1758)",1979-08-11T14:30:00,-61.7833,57.4,Canadian Wildlife Service,280,280_118364,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
2fab4914-8aad-4c14-91b0-c88f2f0f88de,Cepphus grylle,"(Linnaeus, 1758)",8/29/87 12:00,-66.89441681,44.60754013,ACCD,EOR,31430,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
2fd2acf0-3fa9-46a7-8416-743dcd1361ba,Cepphus grylle,"(Linnaeus, 1758)",7/25/16 00:00,-65.03027,43.68431,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NS001323_BLGU_13398_2016-07-25,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
2fe5f275-39b7-4d04-833f-3887abff436e,Cepphus grylle,"(Linnaeus, 1758)",01/01/1975 00:00,-54.7496,47.32398,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NF000306_BLGU_878_1975-01-01,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
2fed7bad-9a81-4a7c-9d04-0cdf2dc2239c,Cepphus grylle,"(Linnaeus, 1758)",7/26/05 13:44,-68.2232,44.1787,NA,,441252,137130,,FALSE,,,,137130
3033c3e2-36df-44d2-830f-699c37e84efb,Cepphus grylle,,,-68.3,44.11,"Canadian Wildlife Service-Atlantic, Environment Canada",,1272746530_521366742_1907516831,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
303e7de3-6dfe-4b43-9f38-660aea89ee95,Cepphus grylle,"(Linnaeus, 1758)",7/23/05 12:12,-68.1813,44.1717,NA,,440985,137130,,FALSE,,,,137130
3041ea9a-a8bf-4a1c-bded-88240a05c592,Cepphus grylle,,,-60.67,55.91,"Canadian Wildlife Service-Atlantic, Environment Canada",,1380544464_100539866_-1026846086,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3053047c-fb50-4245-b140-750afe3e9530,Cepphus grylle,"(Linnaeus, 1758)",1981-02-15T11:00:00,-57.5,47.5,Canadian Wildlife Service,280,280_138780,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
30633dfe-5793-4157-b2dd-183619ad1f3f,Cepphus grylle,"(Linnaeus, 1758)",7/28/16 00:00,-66.06152,43.641,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NS002269_BLGU_13367_2016-07-28,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
30dab340-c466-481f-af3a-53914d658f17,Cepphus grylle,"(Linnaeus, 1758)",7/22/08 00:00,-66.90691,44.60405,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NB003368_BLGU_11950_2008-07-22,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
30f2c54c-7968-4dc4-a8eb-3d15961879e7,Cepphus grylle,,,-65.32,43.72,"Canadian Wildlife Service-Atlantic, Environment Canada",,1361835644_-1475097759_1897116396,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
30fdf0ec-0e06-4b2e-81e0-399022a910bd,Cepphus grylle,"(Linnaeus, 1758)",7/31/90 12:00,-61.04888916,46.61063004,ACCD,EOR,31491,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
31180fd3-f60d-4177-82eb-7422a4cc1791,Cepphus grylle,"(Linnaeus, 1758)",6/17/08 00:00,-60.53936,47.02496,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NS003467_BLGU_11822_2008-06-17,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
31422875-d541-4e2c-b871-c2f9e3213beb,Cepphus grylle,"(Linnaeus, 1758)",NA,-69.5794,43.7745,USFWS,,670016,137130,,FALSE,,,,137130
31749737-ccee-42a0-af4d-69139485af19,Cepphus grylle,,,-69.24,48.22,"Canadian Wildlife Service-Atlantic, Environment Canada",,1331997355_496933082_1721599141,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
318d9028-352e-4bc3-a74d-ae6eca3a661a,Cepphus grylle,"(Linnaeus, 1758)",NA,-67.5644,44.517,"BOEM, USFWS, NOAA, NAVY",,728382,137130,,FALSE,,,,137130
31a912fc-9e41-4d1a-9093-6b98fe3248f1,Cepphus grylle,,,-65.33,43.69,"Canadian Wildlife Service-Atlantic, Environment Canada",,1393959998_-959012793_-639386675,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
31b0aeff-6363-4f89-9312-ee0887bb22c6,Cepphus grylle,,,-61.65,50.08,"Canadian Wildlife Service-Atlantic, Environment Canada",,-1636689528_-1940974357_-1462336802,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
32292012-8aa5-4c2a-9789-97f883ccad8e,Cepphus grylle,"(Linnaeus, 1758)",1975-07-31T10:30:00,-80.55,54.7833,Canadian Wildlife Service,280,280_69687,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
322db5e2-10de-4bc6-b071-69ea073d9d79,Cepphus grylle,,,-61.8,47.34,"Canadian Wildlife Service-Atlantic, Environment Canada",,109413192_968247404_-1323536182,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
32585d23-3a57-4688-bc5d-c52982bb4a2c,Cepphus grylle,"(Linnaeus, 1758)",NA,-69.8008,41.9332,USFWS,,698678,137130,,FALSE,,,,137130
328f78ce-d2d2-4a06-aa0b-bbc58315b002,Cepphus grylle,"(Linnaeus, 1758)",1986-06-27T12:00:00Z,-61.00395966,46.63269043,ACCD,EOR,31492,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
329d7d99-623e-4723-a6c0-426a3d7cbea8,Cepphus grylle,"(Linnaeus, 1758)",05/01/2005 00:00,-61.5426,45.10182,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NS002232_BLGU_9911_2005-05-01,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
32af31a7-85ea-4dc4-beff-8a7b2740d3dd,Cepphus grylle,"(Linnaeus, 1758)",7/24/78 00:00,-57.83217,54.29997,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NF000732_BLGU_1804_1978-07-24,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
32d8dade-a446-4c81-a2bb-0cc057c99464,Cepphus grylle,"(Linnaeus, 1758)",07/02/2005 13:31,-68.1872,44.3158,NA,,440055,137130,,FALSE,,,,137130
32e149e1-b045-417d-83b3-d05ae2d71d25,Cepphus grylle,"(Linnaeus, 1758)",8/18/90 12:00,-66.71109009,44.70877075,ACCD,EOR,31447,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
32ea3c27-1f8f-4ee5-8383-1dac2ac42b7b,Cepphus grylle,"(Linnaeus, 1758)",01/01/1985 00:00,-52.671,47.534,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NF000351_BLGU_953_1985-01-01,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
33005388-cc1a-421b-a7c0-7928311b4c1a,Cepphus grylle,"(Linnaeus, 1758)",07/12/2009 00:00,-60.39474,46.36617,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NS001108_BLGU_11817_2009-07-12,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
33aa2def-2628-4f50-af32-d2472ca15a4f,Cepphus grylle,"(Linnaeus, 1758)",05/06/1999,-68.5,53,ICES,DOME-Biota,12135605,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
341b7ef8-f7bc-4cc9-98e2-66b4cd139817,Cepphus grylle,"(Linnaeus, 1758)",1972-06-13T13:35:00,-63.6667,48.9167,Canadian Wildlife Service,280,280_56404,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
34b952d7-df0f-44b3-9588-4903794537b2,Cepphus grylle,"(Linnaeus, 1758)",1979-08-22T11:15:00,-62.5333,58.4333,Canadian Wildlife Service,280,280_120269,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
35145c2c-629c-4b76-9dcb-9dc8e1a5ef97,Cepphus grylle,"(Linnaeus, 1758)",05/06/2000,-68.5,53,ICES,DOME-Biota,12135344,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
352cb124-29b3-458d-ab08-66c740668ab9,Cepphus grylle,"(Linnaeus, 1758)",7/27/16 00:00,-65.98472,43.4647,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NS002604_BLGU_13357_2016-07-27_12:25,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
353ce36e-445a-47f8-abee-f0159dcddee5,Cepphus grylle,"(Linnaeus, 1758)",1990-08-16T12:00:00Z,-60.46910858,46.89649963,ACCD,EOR,31495,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3545174c-5cea-4346-9a73-f759b1415d0c,Cepphus grylle,"(Linnaeus, 1758)",1979-09-01T09:10:00,-61.25,56.0667,Canadian Wildlife Service,280,280_121163,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
35649b9a-200d-4dbb-9573-e65d670d60d0,Cepphus grylle,"(Linnaeus, 1758)",1992-07-08T12:00:00Z,-66.75013733,44.6669693,ACCD,EOR,31397,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
35b39feb-42a2-4d89-8f30-bd55101b60a3,Cepphus grylle,,,-64.85,49.23,"Canadian Wildlife Service-Atlantic, Environment Canada",,-801551520_1442294784_-470399035,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
35beee72-38a4-4774-8a21-dafbd8bc9a5f,Cepphus grylle,"(Linnaeus, 1758)",7/18/89 12:00,-66.13629913,47.98468018,ACCD,EOR,31450,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
35da945f-2b40-455e-a258-f7efaefb5831,Cepphus grylle,"(Linnaeus, 1758)",07/06/1990 12:00,-65.18267822,47.81335068,ACCD,EOR,31464,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3658d47d-4e90-4f7c-ac13-91da05a6211d,Cepphus grylle,,,-58.77,49.42,"Canadian Wildlife Service-Atlantic, Environment Canada",,1421648014_1079726864_-1625719926,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
367b329b-f6d6-45f2-ab8d-56a1d131b669,Cepphus grylle,,,-54.39,49.5,"Canadian Wildlife Service-Atlantic, Environment Canada",,1436357738_130181201_1176837182,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
369f460d-3b97-4d3b-9e91-969faad75cff,Cepphus grylle,,,-65.47,47.96,"Canadian Wildlife Service-Atlantic, Environment Canada",,58439636_733274139_-1145220483,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
36c405f5-65a9-41d8-b3ca-c5348bde10fa,Cepphus grylle,,,-61.55,45.09,"Canadian Wildlife Service-Atlantic, Environment Canada",,626889947_-1869966047_1301798094,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
36c9e4ac-f2e4-4962-a3e7-36fc39256a21,Cepphus grylle,"(Linnaeus, 1758)",1970-05-09T08:20:00,-52.4333,52.5167,Canadian Wildlife Service,280,280_20875,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
36e7fcc5-5cb7-430c-9e1b-1920f8238270,Cepphus grylle,"(Linnaeus, 1758)",1988-07-05T12:00:00Z,-66.02554321,43.65013886,ACCD,EOR,31456,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
370d5839-8eca-4b29-acac-0b10e601c9a3,Cepphus grylle,"(Linnaeus, 1758)",8/16/07 00:00,-66.77646,44.79926,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NB002613_BLGU_11964_2007-08-16,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3730f775-3f11-468d-afe0-a038cb18d63e,Cepphus grylle,"(Linnaeus, 1758)",07/02/1971 12:00,-62.37918854,44.82164001,ACCD,EOR,31770,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
37d2263a-d52a-4df7-a9eb-db809894130f,Cepphus grylle,,,-64.42,48.84,"Canadian Wildlife Service-Atlantic, Environment Canada",,58439636_2016398041_-1312006319,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
37f25ae2-c6b9-4ad7-921a-bc8f16d51653,Cepphus grylle,"(Linnaeus, 1758)",1973-07-02T12:00:00Z,-66.76629639,44.58356094,ACCD,EOR,31418,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
37f74dbd-fd20-42f4-a624-6821346ee2d1,Cepphus grylle,"(Linnaeus, 1758)",01/01/1985 00:00,-56.23729,46.84991,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NF000202_BLGU_476_1985-01-01,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3807830f-e341-4a4c-8fb7-e7588fa51756,Cepphus grylle,"(Linnaeus, 1758)",1978-06-29T15:10:00,-58.1667,54.25,Canadian Wildlife Service,280,280_102215,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3812b4f1-f84e-4553-b2ba-505cf12cbee5,Cepphus grylle,"(Linnaeus, 1758)",1973-03-02T15:20:00,-61.7,49.8833,Canadian Wildlife Service,280,280_62777,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3818a418-8639-4343-82ab-155f8ca80857,Cepphus grylle,"(Linnaeus, 1758)",1969-06-17T10:00:00,-53.1833,49.7333,Canadian Wildlife Service,280,280_9485,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
381a3544-38db-46ca-8d56-e11c16740c2b,Cepphus grylle,"(Linnaeus, 1758)",01/01/1971 00:00,-59.96385,45.89968,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NS001326_BLGU_3097_1971-01-01,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
387a2641-e522-426b-ba5e-5e74a9be7db1,Cepphus grylle,"(Linnaeus, 1758)",05/06/1999,-68.5,53,ICES,DOME-Biota,12135603,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
389c50d2-a64a-4ff1-a41e-f98baa675675,Cepphus grylle,"(Linnaeus, 1758)",1973-02-28T11:55:00,-68,49,Canadian Wildlife Service,280,280_62754,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
391eb637-2f7d-4a95-82f6-59d0fc86236a,Cepphus grylle,,,-61.84,47.36,"Canadian Wildlife Service-Atlantic, Environment Canada",,-1933920140_-77378327_-1121885494,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
392f94f0-9618-4c61-9889-0d6f812a5420,Cepphus grylle,"(Linnaeus, 1758)",08/06/2006 08:52,-68.0571,44.3279,NA,,6590,137130,,FALSE,,,,137130
39698eb9-e918-4b0b-bf42-ba75f4fd84b3,Cepphus grylle,"(Linnaeus, 1758)",06/01/2006 00:00,-66.3503,48.06065,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NB003365_BLGU_11943_2006-06-01,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
398f2d46-abbb-4ad9-9be2-31628497c96d,Cepphus grylle,"(Linnaeus, 1758)",08/07/1978 00:00,-61.04889,56.7667,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NF001017_BLGU_2169_1978-08-07,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
399f9669-3a56-49c6-acdb-8b400adc9736,Cepphus grylle,,,-53.63,48.17,"Canadian Wildlife Service-Atlantic, Environment Canada",,1218969274_1639730711_-869513837,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3a3e03ca-dafa-4a1a-b289-c774e53c904e,Cepphus grylle,"(Linnaeus, 1758)",01/01/1975 00:00,-54.77182,47.2424,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NF000292_BLGU_810_1975-01-01,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3aa7aa71-8186-4fc6-92a3-f509bf281401,Cepphus grylle,"(Linnaeus, 1758)",6/21/01 00:00,-55.6949,49.6833,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NF000587_BLGU_5846_2001-06-21,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3aae5620-1160-42ff-90e6-f2b8f674c181,Cepphus grylle,,,-52.86,46.37,"Canadian Wildlife Service-Atlantic, Environment Canada",,1181145870_642576669_-644789070,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3abe6ab6-e285-40c7-a1ab-e1d5ffbeacb5,Cepphus grylle,"(Linnaeus, 1758)",1971-11-05T16:35:00,-55.7333,52.75,Canadian Wildlife Service,280,280_53957,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3aeea14b-7798-439a-85e6-fafa5350ef49,Cepphus grylle,"(Linnaeus, 1758)",NA,-68.5479,44.108,USFWS,,670225,137130,,FALSE,,,,137130
3b696fca-e849-4ae6-a0a2-f251c6763301,Cepphus grylle,,,-64.41,48.84,"Canadian Wildlife Service-Atlantic, Environment Canada",,58439636_751511805_1680275356,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3b737bd5-dae7-43b8-83cd-76e58c883336,Cepphus grylle,"(Linnaeus, 1758)",07/05/2005 00:00,-52.6776,47.5408,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NF000355_BLGU_12520_2005-07-05,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3b900d5f-7472-4a61-8cd7-b686b116ef95,Cepphus grylle,"(Linnaeus, 1758)",1979-08-27T09:00:00,-61.8667,57.85,Canadian Wildlife Service,280,280_120870,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3bb3138e-b86c-4e65-b491-ae2ecb6a37c9,Cepphus grylle,"(Linnaeus, 1758)",NA,-67.43333,44.51667,NA,,134443,137130,,FALSE,,,,137130
3bf0f93b-08e2-42e1-acb1-206c28fb8d4e,Cepphus grylle,"(Linnaeus, 1758)",1978-08-02T08:30:00,-56.8167,53.7833,Canadian Wildlife Service,280,280_104957,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3bf144e6-255a-41eb-b180-3fa18a3e338e,Cepphus grylle,"(Linnaeus, 1758)",07/12/2016 00:00,-66.00485,43.50834,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NS001164_BLGU_13355_2016-07-12_15:06,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3c25352e-c171-4aa1-a448-cb752df694ee,Cepphus grylle,"(Linnaeus, 1758)",8/14/78 00:00,-60.03222,55.50001,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NF000871_BLGU_1973_1978-08-14,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3cc4719b-cedc-45f0-902d-97398d97529b,Cepphus grylle,"(Linnaeus, 1758)",1990-07-21T12:00:00Z,-60.58391953,46.95695114,ACCD,EOR,31496,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3cc47c32-d07c-4033-b932-6a1380e783af,Cepphus grylle,"(Linnaeus, 1758)",8/14/78 00:00,-58.92141,55.16293,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NF000800_BLGU_1893_1978-08-14,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3cf0b57b-ea37-4b87-ad29-476890219a50,Cepphus grylle,"(Linnaeus, 1758)",2017-03-21T09:37:53,-71.0659,40.3447,NORMANDEAU,1817,1817_45621,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3d32ae51-59cc-42f7-a28e-1748f5d24831,Cepphus grylle,"(Linnaeus, 1758)",7/26/05 13:39,-68.2037,44.2036,NA,,441250,137130,,FALSE,,,,137130
3d41038f-0d91-40b1-a9dd-c15604c57ab6,Cepphus grylle,"(Linnaeus, 1758)",1979-08-16T18:45:00,-63.0333,59.0667,Canadian Wildlife Service,280,280_119351,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3d41e790-ec4d-414e-ad19-7faf94a34dfa,Cepphus grylle,"(Linnaeus, 1758)",07/08/1992 12:00,-66.90527344,44.59878922,ACCD,EOR,31407,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3d4f8a93-6c93-4fe7-856f-10f45ace2ce9,Cepphus grylle,"(Linnaeus, 1758)",1979-08-25T12:25:00,-58.7667,55.3,Canadian Wildlife Service,280,280_120681,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3d594930-23cc-47ad-b41b-321f1753a7fb,Cepphus grylle,"(Linnaeus, 1758)",06/08/1994 00:00,-61.26128,46.35939,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NS001348_BLGU_4933_1994-06-08,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3d801aa7-4545-48e3-a404-4b60b2075005,Cepphus grylle,"(Linnaeus, 1758)",10/06/2006 15:05,-68.3759,44.1293,NA,,8052,137130,,FALSE,,,,137130
3d846223-a22f-4c07-b6c1-ae8476a83b85,Cepphus grylle,"(Linnaeus, 1758)",2001-07-02T12:00:00Z,-66.68263245,44.68330002,ACCD,EOR,31774,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3d9715a6-a3e6-4876-a5bb-c45e55283bad,Cepphus grylle,"(Linnaeus, 1758)",1975-07-31T14:56:00,-80.0833,54.7667,Canadian Wildlife Service,280,280_69696,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3daaca91-bef4-49cd-a778-a81b11f635b2,Cepphus grylle,"(Linnaeus, 1758)",07/08/2006 00:00,-61.05502,46.60304,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NS003497_BLGU_12090_2006-07-08,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3dbb7883-69ce-44fc-9e0b-338cf271fcc4,Cepphus grylle,"(Linnaeus, 1758)",6/24/05 10:05,-67.8552,44.3623,NA,,439753,137130,,FALSE,,,,137130
3dd802d0-defd-4950-ae7d-7379e3001d81,Cepphus grylle,"(Linnaeus, 1758)",1971-05-16T08:25:00,-61.5167,48.4,Canadian Wildlife Service,280,280_36986,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3e9a5dee-e274-4c70-93cf-59e0d6b9fbf7,Cepphus grylle,"(Linnaeus, 1758)",05/01/2004 00:00,-61.5426,45.10182,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NS002232_BLGU_9908_2004-05-01,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3ec071b1-f2f2-4080-9704-6567aa4f773a,Cepphus grylle,"(Linnaeus, 1758)",01/01/1985 00:00,-56.38896,47.12491,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NF000266_BLGU_688_1985-01-01,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3f3e59e6-14b3-4db1-abba-39f52ae8111b,Cepphus grylle,"(Linnaeus, 1758)",05/06/1999,-68.5,53,ICES,DOME-Biota,12135598,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3f5d6a64-0a04-450b-a679-aea517524834,Cepphus grylle,"(Linnaeus, 1758)",1975-07-31T13:50:00,-80.15,54.7667,Canadian Wildlife Service,280,280_69694,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3f88ceae-b417-4231-a26e-d3338a2aefb7,Cepphus grylle,"(Linnaeus, 1758)",05/06/2000,-68.5,53,ICES,DOME-Biota,12135348,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3f8f57c0-cdb5-48b0-b229-0bdadfe88922,Cepphus grylle,"(Linnaeus, 1758)",08/07/1978 00:00,-60.93343,56.63723,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NF001000_BLGU_2150_1978-08-07,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3f901b69-6e76-42ae-ad77-e454a2fa169c,Cepphus grylle,"(Linnaeus, 1758)",1979-08-27T13:20:00,-61.55,57.2,Canadian Wildlife Service,280,280_120923,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3fae00d2-c69f-46ca-b8ac-4a19f043811f,Cepphus grylle,"(Linnaeus, 1758)",1970-04-23T09:10:00,-58.4833,49.1333,Canadian Wildlife Service,280,280_19753,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3fb0b295-4633-494d-9f7f-14bf35481e97,Cepphus grylle,"(Linnaeus, 1758)",1978-08-02T14:30:00,-58.1667,54.2667,Canadian Wildlife Service,280,280_105053,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3fb32dd9-a0df-4fa4-bdfb-8b85af9ce2a3,Cepphus grylle,"(Linnaeus, 1758)",5/24/80 00:00,-60.06073,45.86601,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NS001359_BLGU_3077_1980-05-24,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3fb6906c-b4d2-4c4d-8117-449f39134986,Cepphus grylle,,,-64.14,48.69,"Canadian Wildlife Service-Atlantic, Environment Canada",,58439636_1232590403_1602032669,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3fbeea7d-4a27-481f-9945-e6fb9c935e3a,Cepphus grylle,"(Linnaeus, 1758)",01/01/2001 00:00,-66.75834,44.58521,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NB000089_BLGU_5403_2001-01-01,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
3fd2fc3a-d975-4778-bca7-d1066b9436a4,Cepphus grylle,,2016,-66.362226,44.259135,Nova Scotian Institute of Science,,Cepphus grylle,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
4009273a-d0ca-4033-8279-e3728fe22321,Cepphus grylle,"(Linnaeus, 1758)",6/20/73 00:00,-61.26128,46.35939,Canadian Wildlife Service - Atlantic Region (CWS - Atlantic),,NS001348_BLGU_3139_1973-06-20,urn:lsid:marinespecies.org:taxname:137130,,FALSE,,,,137130
