scientificName,decimalLongitude,decimalLatitude
Desmophyllum dianthus,-119.48865,33.92184
Desmophyllum pertusum,14.36767564,68.9296718
Desmophyllum pertusum,6.329999924,-26.14999962
Desmophyllum pertusum,-9.883883333,48.65195
Desmophyllum pertusum,-88.01632,29.15675
Desmophyllum pertusum,11.11999989,66.95999908
Desmophyllum dianthus,-89.18030548,23.64209747
Desmophyllum pertusum,-12.62249994,60.73166656
Desmophyllum pertusum,5.55485,59.83058333
Desmophyllum dianthus,179.6600037,-43.54999924
Desmophyllum dianthus,-72.44000244,-42.34000015
Desmophyllum pertusum,9.559115,67.558358
Desmophyllum dianthus,-118.80065,33.98661
Desmophyllum pertusum,-12.72999954,60.43000031
Desmophyllum pertusum,-80.80000305,24.29999924
Desmophyllum,-125.01343,48.25692
Desmophyllum pertusum,14.39055576,68.93544789
Desmophyllum,-125.01348,48.2569
Desmophyllum pertusum,-79.62237,28.79135
Desmophyllum pertusum,-13.56000042,57.79999924
Desmophyllum dianthus,-11.69999981,51.45000076
Desmophyllum pertusum,14.35903254,68.93106277
Desmophyllum dianthus,-174.8217,-44.50833
Desmophyllum pertusum,12.93000031,67.33000183
Desmophyllum pertusum,9.1833,64.9883
Desmophyllum pertusum,-79.61377,28.04002
Desmophyllum dianthus,3.130000114,42.49000168
Desmophyllum pertusum,-130.6499939,46.75999832
Desmophyllum pertusum,-17.29999924,56.5
Desmophyllum pertusum,-15.78999996,55.49000168
Desmophyllum pertusum,14.37391387,68.90062615
Desmophyllum pertusum,6.610000134,64.61000061
Desmophyllum dianthus,175.7700043,-44.11999893
Desmophyllum pertusum,7.929999828,63.95999908
Desmophyllum pertusum,-7.429999828,59.81000137
Desmophyllum pertusum,3.839999914,62.59000015
Desmophyllum pertusum,13.69999981,67.20999908
Desmophyllum pertusum,-15.64999962,55.52000046
Desmophyllum pertusum,9.2968,67.4642
Desmophyllum pertusum,-38.367,-17.417
Desmophyllum pertusum,-121.89691,36.76089
Desmophyllum dianthus,163.057159,-18.004
Desmophyllum dianthus,-179.9788361,-42.7939167
Desmophyllum dianthus,-119.47318,33.92127
Desmophyllum dianthus,175.025,-50.01833
Desmophyllum pertusum,9.279999733,63.79000092
Desmophyllum,-125.01293,48.25872
Desmophyllum pertusum,-79.62372,28.79406
Desmophyllum dianthus,166.0670013,-48.94166946
Desmophyllum pertusum,11,67.08000183
Desmophyllum dianthus,167.8500061,-44.61000061
Desmophyllum,-125.01296,48.25623
Desmophyllum dianthus,-9.899999619,40.08000183
Desmophyllum,-125.01239,48.25941
Desmophyllum pertusum,14.41175514,68.93222044
Desmophyllum pertusum,18.6661,70.7561
Desmophyllum pertusum,5.884182068,62.44918466
Desmophyllum pertusum,6.5542,64.9997
Desmophyllum pertusum,5.630000114,63.70999908
Desmophyllum pertusum,-84.59932,25.67598
Desmophyllum pertusum,-119.13886,33.70932
Desmophyllum pertusum,5.059999943,63.06999969
Desmophyllum pertusum,-84.75573,26.3359
Desmophyllum pertusum,-15.63000011,55.52000046
Desmophyllum dianthus,-32.95999908,36.84999847
Desmophyllum dianthus,-89.80999756,-1.279999971
Desmophyllum pertusum,-119.13142,33.70697
Desmophyllum pertusum,14.3963806,68.92063874
Desmophyllum pertusum,14.32643281,68.94000605
Desmophyllum pertusum,-12.77000046,52.15000153
Desmophyllum pertusum,-79.26999664,32.13000107
Desmophyllum dianthus,-72.89550018,-43.76480103
Desmophyllum pertusum,20.5,70.3167
Desmophyllum dianthus,139.75,-37.75
Desmophyllum dianthus,-117.96959,32.6402
Desmophyllum pertusum,14.3870335,68.90252477
Desmophyllum dianthus,-178.3899994,-30.30999947
Desmophyllum pertusum,-84.70532,26.18068
Desmophyllum pertusum,-15,55
Desmophyllum pertusum,-27.70999908,39.04999924
Desmophyllum pertusum,-13.27999973,57.5
Desmophyllum pertusum,14.26548072,68.99017062
Desmophyllum pertusum,12.17000008,36.68000031
Desmophyllum pertusum,5.2926,62.535
Desmophyllum dianthus,-123.4800034,38.27999878
Desmophyllum dianthus,114.976,-31.61305
Desmophyllum pertusum,7.8895,63.934
Desmophyllum pertusum,-15.10999966,59.375
Desmophyllum pertusum,-15.78999996,55.49000168
Desmophyllum pertusum,-79.40000153,30.85000038
Desmophyllum pertusum,-84.72709,26.2074
Desmophyllum dianthus,179.6600037,-43.54999924
Desmophyllum pertusum,14.24536341,69.00793991
Desmophyllum pertusum,-16.69000053,17.45999908
Desmophyllum dianthus,174.8000031,-51.95999908
Desmophyllum pertusum,-16.03000069,59.31000137
Desmophyllum pertusum,10.8934,66.9232
Desmophyllum pertusum,-80.00666809,30.35166931
Desmophyllum pertusum,7.882278666,66.5368603
Desmophyllum dianthus,147.168335,-44.3275
Desmophyllum pertusum,-84.73194,26.18776
Desmophyllum dianthus,167.633301,-50.633301
Desmophyllum,-125.09705,48.10475
Desmophyllum dianthus,-118.30148,32.79001
Desmophyllum pertusum,-8,48
Desmophyllum pertusum,9.369999886,63.59999847
Desmophyllum pertusum,-88.01161,29.16484
Desmophyllum dianthus,-74.56661,37.033
Desmophyllum dianthus,10.64999962,39.69499969
Desmophyllum pertusum,14.40124011,68.90702268
Desmophyllum pertusum,7.626013892,65.70469106
Desmophyllum pertusum,7,66.41000366
Desmophyllum dianthus,167.804169,-21.333334
Desmophyllum pertusum,14.41877172,68.91022627
Desmophyllum pertusum,-11.77999973,51.43999863
Desmophyllum pertusum,14.40561577,68.91821109
Desmophyllum dianthus,170.4572,-33.5203
Desmophyllum pertusum,7.9152,64.1818
Desmophyllum pertusum,5.800000191,63.61999893
Desmophyllum,-125.01304,48.25802
Desmophyllum pertusum,-84.73058,26.18667
Desmophyllum dianthus,-179.9853,-42.78617
Desmophyllum pertusum,6.860000134,62.88999939
Desmophyllum pertusum,-79.61459,28.03549
Desmophyllum dianthus,-119.47331,33.92137
Desmophyllum dianthus,175.9700012,-43.54999924
Desmophyllum,-125.01165,48.25623
Desmophyllum pertusum,-79.62315,28.79262
Desmophyllum pertusum,14.32901504,68.93942328
Desmophyllum pertusum,9.409999847,64.33000183
Desmophyllum dianthus,-72.66999817,-41.63000107
Desmophyllum pertusum,-79.6145,28.04143
Desmophyllum dianthus,-119.47617,33.9186
Desmophyllum pertusum,6.460000038,64.94000244
Desmophyllum dianthus,-119.4723,33.91864
Desmophyllum dianthus,178.522333,-35.731667
Desmophyllum pertusum,-12.77000046,52.13999939
Desmophyllum,-125.01335,48.2576
Desmophyllum pertusum,-10.13250017,60.43250084
Desmophyllum dianthus,-174.8316667,-44.5
Desmophyllum dianthus,44.91999817,-33.27999878
Desmophyllum dianthus,-25.89999962,37.81700134
Desmophyllum,-125.09777,48.10683
Desmophyllum pertusum,-88.01632,29.15671
Desmophyllum pertusum,10.8057,59.0992
Desmophyllum dianthus,176,-41.70000076
Desmophyllum pertusum,-79.62385,28.78977
Desmophyllum dianthus,-179.5800018,-33.04999924
Desmophyllum dianthus,-164.419,-41.3646667
Desmophyllum pertusum,14.35644339,68.93393908
Desmophyllum pertusum,7.940000057,63.97000122
Desmophyllum pertusum,14.38714145,68.94552386
Desmophyllum dianthus,167.6799927,-50.68000031
Desmophyllum pertusum,14.40665229,68.92858966
Desmophyllum pertusum,-0.129999995,60.70999908
Desmophyllum dianthus,175.3300018,-43.86999893
Desmophyllum dianthus,-74.6832962,-50.14170074
Desmophyllum pertusum,-79.75192,28.32018
Desmophyllum dianthus,-119.48806,33.92186
Desmophyllum pertusum,-25.38999939,37.90999985
Desmophyllum pertusum,-79.72341,28.45859
Desmophyllum pertusum,11.06000042,59
Desmophyllum pertusum,-79.72307,28.45536
Desmophyllum pertusum,-11.72000027,51.47999954
Desmophyllum pertusum,6.559999943,64.59999847
Desmophyllum dianthus,-179.975833,-43.432667
Desmophyllum dianthus,147.11,-44.3333
Desmophyllum pertusum,-79.72328,28.45885
Desmophyllum pertusum,-10.22999954,60.86000061
Desmophyllum pertusum,10.76000023,59.13000107
Desmophyllum dianthus,-63.58000183,-54.06000137
Desmophyllum dianthus,128.6799927,32.34999847
Desmophyllum pertusum,-79.84999847,30.46699905
Desmophyllum dianthus,-179.2175,-43.052
Desmophyllum pertusum,-5.75,61.91999817
Desmophyllum pertusum,-13.36499977,57.21500015
Desmophyllum pertusum,-119.6900024,33.93000031
Desmophyllum dianthus,178.54,-35.3548
Desmophyllum dianthus,-117.98652,32.65264
Desmophyllum dianthus,150.116,-37.066
Desmophyllum pertusum,-89.31793,28.44017
Desmophyllum pertusum,-79.4167,27.1583
Desmophyllum pertusum,-94.66448212,26.51177979
Desmophyllum pertusum,-80.0067,30.3517
Desmophyllum pertusum,-9.886670113,48.66167068
Desmophyllum pertusum,14.39684156,68.92547929
Desmophyllum,-124.99691,48.15735
Desmophyllum pertusum,8.06000042,64.08999634
Desmophyllum dianthus,-68.68000031,-59.72999954
Desmophyllum pertusum,-8.180000305,62.50999832
Desmophyllum dianthus,140.3300018,-38.31000137
Desmophyllum dianthus,-177.251667,-42.766667
Desmophyllum dianthus,-179.781167,-42.801333
Desmophyllum pertusum,7.730000019,65.81999969
Desmophyllum pertusum,6.860000134,62.88999939
Desmophyllum pertusum,-8,48
Desmophyllum dianthus,-13.65999985,53.33000183
Desmophyllum pertusum,-125.09719,48.10575
Desmophyllum pertusum,-79.75164,28.32067
Desmophyllum pertusum,14.36806526,68.93094079
Desmophyllum pertusum,10.72999954,59.06000137
Desmophyllum dianthus,-129.8000031,-54.83000183
Desmophyllum,-125.01351,48.25691
Desmophyllum pertusum,-6,47
Desmophyllum pertusum,-11.77000046,51.41999817
Desmophyllum pertusum,14.37083652,68.89767232
Desmophyllum dianthus,179.9885864,-42.79458427
Desmophyllum dianthus,178.974594,-35.380749
Desmophyllum dianthus,167.8500061,-44.61000061
Desmophyllum pertusum,-84.75934,26.33412
Desmophyllum dianthus,147.319235,-44.200535
Desmophyllum pertusum,-27.70999908,61.18000031
Desmophyllum pertusum,-79.62301,28.79275
Desmophyllum dianthus,-72.61669922,-42.54629898
Desmophyllum dianthus,178.54,-35.3548
Desmophyllum dianthus,166.8500061,-49.18000031
Desmophyllum pertusum,-84.75574,26.33511
Desmophyllum dianthus,-174,-44.2
Desmophyllum pertusum,-79.61816,28.27445
Desmophyllum dianthus,163.9799957,-49.83000183
Desmophyllum pertusum,7.880000114,63.93000031
Desmophyllum dianthus,167.6799927,-50.68330002
Desmophyllum pertusum,-9.869999886,60.54999924
Desmophyllum dianthus,167.016693,-49.533298
Desmophyllum pertusum,5.860000134,63.68000031
Desmophyllum dianthus,-119.4857,33.92078
Desmophyllum,-125.01351,48.25691
Desmophyllum pertusum,-77.5,32.58000183
Desmophyllum,-125.17799,48.14319
Desmophyllum pertusum,3.55457475,62.59428889
Desmophyllum pertusum,-84.73158,26.1879
Desmophyllum dianthus,-119.4748,33.96033
Desmophyllum pertusum,-130.8300018,46.75
Desmophyllum pertusum,10.80000019,59.09999847
Desmophyllum pertusum,7.6108,63.6885
Desmophyllum dianthus,151.49166,-33.583
Desmophyllum pertusum,5.269999981,63.11999893
Desmophyllum pertusum,-5.894999981,60.97999954
Desmophyllum pertusum,7.8815,64.1743
Desmophyllum dianthus,-179.466705,-43.650002
Desmophyllum pertusum,9.344555572,65.1615173
Desmophyllum pertusum,-27.70999908,39.04999924
Desmophyllum pertusum,-11,51
Desmophyllum,-125.01318,48.25793
Desmophyllum pertusum,-79.61219,28.16409
Desmophyllum pertusum,9.949999809,64.09999847
Desmophyllum pertusum,10.82999992,66.90000153
Desmophyllum pertusum,14.40882398,68.91857122
Desmophyllum dianthus,-119.4916,32.55474
Desmophyllum pertusum,-79.61448,28.04155
Desmophyllum dianthus,-89.8133316,-1.311939955
Desmophyllum dianthus,-119.40885,32.86745
Desmophyllum pertusum,15.781517,68.285243
Desmophyllum pertusum,6.196061,64.169259
Desmophyllum pertusum,-11.52999973,50.63000107
Desmophyllum pertusum,-16.03666667,25.525
Desmophyllum pertusum,-10.90999985,60.95000076
Desmophyllum pertusum,-79.4,30.85
Desmophyllum pertusum,-13.25,60.43000031
Desmophyllum,-125.09245,48.12924
Desmophyllum dianthus,166.6,-49.1
Desmophyllum pertusum,162.0169983,-51
Desmophyllum pertusum,-17.51000023,56.72000122
Desmophyllum pertusum,-79.75258,28.32051
Desmophyllum,-125.01236,48.25616
Desmophyllum dianthus,-73.5667038,-47.81669998
Desmophyllum dianthus,-66.35735,41.0469
Desmophyllum pertusum,5.45,60.0233
Desmophyllum pertusum,-5.800000191,61.63000107
Desmophyllum,-125.01118,48.24292
Desmophyllum pertusum,-27.64999962,45.84999847
Desmophyllum pertusum,16.67000008,69.23000336
Desmophyllum dianthus,178.5127,-35.3593
Desmophyllum dianthus,-89.7172,28.0661
Desmophyllum pertusum,-84.728,26.20481
Desmophyllum pertusum,5.71999979,63.50999832
Desmophyllum dianthus,151.3800049,-34.36999893
Desmophyllum pertusum,-10.40999985,60.84999847
Desmophyllum pertusum,-84.73187,26.19786
Desmophyllum dianthus,168.661163,-24.655167
Desmophyllum pertusum,-12.69999981,60.54999924
Desmophyllum pertusum,-79.60832977,29.27499962
Desmophyllum pertusum,-79.61658,28.7728
Desmophyllum,-121.91255,36.23342
Desmophyllum pertusum,-79.83999634,26.10000038
Desmophyllum pertusum,-12.8166666,60.57500076
Desmophyllum dianthus,-15.64999962,55.52000046
Desmophyllum pertusum,-79.62261,28.79273
Desmophyllum dianthus,165.8216705,-50.19666672
Desmophyllum pertusum,-79.76547,28.38995
Desmophyllum dianthus,-30.98999977,38.43999863
Desmophyllum,-125.01349,48.2569
Desmophyllum pertusum,6.590000153,64.62000275
Desmophyllum pertusum,10.78999996,59.09000015
Desmophyllum pertusum,-10.27999973,59.02999878
Desmophyllum pertusum,-84.7319,26.19658
Desmophyllum pertusum,-79.62157,28.79178
Desmophyllum,-125.09728,48.10394
Desmophyllum pertusum,-79.76687,28.38932
Desmophyllum,-125.17843,48.14328
Desmophyllum,-125.01406,48.25874
Desmophyllum pertusum,-88.37724,29.06943
Desmophyllum pertusum,13.10499954,36.86500168
Desmophyllum pertusum,5.5417,59.5942
Desmophyllum pertusum,-12.96000004,60.36000061
Desmophyllum pertusum,5.719,63.5212
Desmophyllum pertusum,3.74000001,62.58000183
Desmophyllum dianthus,-119.47301,33.91857
Desmophyllum dianthus,-117.98472,32.64898
Desmophyllum pertusum,7.590000153,64.01000214
Desmophyllum dianthus,-119.48162,33.91776
Desmophyllum pertusum,-14.65499973,56.24000168
Desmophyllum pertusum,10.7947,59.0995
Desmophyllum pertusum,-125.09719,48.10575
Desmophyllum,-125.01483,48.26013
Desmophyllum pertusum,-52.26,45.8
Desmophyllum pertusum,-84.73189,26.18769
Desmophyllum pertusum,22.45999908,70.26000214
Desmophyllum pertusum,5.679999828,63.70000076
Desmophyllum pertusum,8.630000114,64.37000275
Desmophyllum dianthus,172.75,-53
Desmophyllum,-125.01356,48.25973
Desmophyllum dianthus,158.4799957,-56.33499908
Desmophyllum pertusum,-16.84333333,17.19666667
Desmophyllum dianthus,-15.82999992,55.47999954
Desmophyllum,-125.17766,48.14434
Desmophyllum pertusum,-10.68000031,60.84000015
Desmophyllum,-125.21051,48.15901
Desmophyllum pertusum,7.9,63.9333
Desmophyllum,-125.09386,48.13197
Desmophyllum pertusum,-14.19999981,56.59999847
Desmophyllum pertusum,-29,37.52999878
Desmophyllum,-125.0973,48.10394
Desmophyllum pertusum,-84.7298,26.20471
Desmophyllum pertusum,9.170000076,64.97000122
Desmophyllum pertusum,-84.73194,26.1878
Desmophyllum,-125.01316,48.25767
Desmophyllum dianthus,-117.4459,32.63092
Desmophyllum,-125.01313,48.25766
Desmophyllum dianthus,13.11499977,36.86000061
Desmophyllum pertusum,-125.01126,48.24295
Desmophyllum pertusum,-25.35000038,38.02000046
Desmophyllum,-125.01278,48.25837
Desmophyllum dianthus,-77.26000214,25.11000061
Desmophyllum pertusum,10.72999954,63.63999939
Desmophyllum pertusum,10.56335,67.059327
Desmophyllum,-125.09719,48.10576
Desmophyllum dianthus,167.6799927,-50.68330002
Desmophyllum pertusum,0.930000007,61.91999817
Desmophyllum pertusum,-79.6149,28.04172
Desmophyllum dianthus,167.25,-26.42000008
Desmophyllum dianthus,163.057159,-18.004
Desmophyllum,-125.17846,48.1433
Desmophyllum pertusum,-15,55
Desmophyllum,-121.91075,36.23555
Desmophyllum dianthus,-174.816667,-44.508333
Desmophyllum pertusum,-79.61000061,26.93000031
Desmophyllum pertusum,21.1738,70.4456
Desmophyllum pertusum,4.53000021,60.75
Desmophyllum dianthus,-179.8985,-42.7325
Desmophyllum pertusum,22.46999931,70.26999664
Desmophyllum dianthus,170.1100006,-33.54999924
Desmophyllum pertusum,-119.6916733,33.92499924
Desmophyllum pertusum,8.0117,64.075
Desmophyllum pertusum,10.30000019,68.02999878
Desmophyllum pertusum,20.65999985,70.40000153
Desmophyllum dianthus,-72.41999817,-42.36999893
Desmophyllum pertusum,5.610000134,-1.379999995
Desmophyllum pertusum,77.55999756,-37.77999878
Desmophyllum pertusum,-6.659999847,60.58000183
Desmophyllum pertusum,12,67.01000214
Desmophyllum pertusum,5.389999866,63.18999863
Desmophyllum pertusum,-79.08999634,31.73999977
Desmophyllum pertusum,-125.01127,48.24295
Desmophyllum pertusum,10.78999996,59.09000015
Desmophyllum pertusum,-2.900000095,60.70999908
Desmophyllum pertusum,-16.85000038,18.87999916
Desmophyllum pertusum,-79.75226,28.32056
Desmophyllum dianthus,147.8699951,-47.34999847
Desmophyllum pertusum,11.1223,66.9698
Desmophyllum pertusum,10.0392,67.1723
Desmophyllum dianthus,125.5100021,-34.04999924
Desmophyllum pertusum,9.149999619,64.95999908
Desmophyllum pertusum,-79.75163,28.32145
Desmophyllum,-125.17774,48.14431
Desmophyllum dianthus,173.8583069,-30.68169975
Desmophyllum dianthus,-62.14799881,38.43000031
Desmophyllum pertusum,-91.22389221,27.74666977
Desmophyllum pertusum,-27.30999947,64.375
Desmophyllum dianthus,171.9167023,-34.08330154
Desmophyllum dianthus,149.3999939,-38.09000015
Desmophyllum dianthus,-177.8200073,-29.23999977
Desmophyllum pertusum,-6,47
Desmophyllum pertusum,-9.159999847,60.58000183
Desmophyllum pertusum,22.478491,70.269315
Desmophyllum pertusum,-8,48
Desmophyllum pertusum,10.89999962,66.91999817
Desmophyllum pertusum,-88.37705,29.06965
Desmophyllum pertusum,5.4884,-26.1607
Desmophyllum,-125.18002,48.1431
Desmophyllum pertusum,-79.76664,28.38914
Desmophyllum dianthus,179.5299988,-43.47999954
Desmophyllum dianthus,175.920833,-43.121333
Desmophyllum pertusum,5.55,60.2133
Desmophyllum pertusum,8.350000381,64.09999847
Desmophyllum,-125.01368,48.2569
Desmophyllum,-125.18127,48.14334
Desmophyllum dianthus,143.8300018,-41.09999847
Desmophyllum pertusum,-84.73167,26.20445
Desmophyllum pertusum,-88.01000214,29.15999985
Desmophyllum pertusum,7.864999771,63.91500092
Desmophyllum,-125.01359,48.25691
Desmophyllum pertusum,-79.61445,28.04127
Desmophyllum pertusum,-15,55
Desmophyllum pertusum,-79.6277,28.46099
Desmophyllum pertusum,-2.099999905,43.96699905
Desmophyllum pertusum,11.13000011,66.95999908
Desmophyllum pertusum,14.302262,68.952533
Desmophyllum pertusum,-84.73215,26.19896
Desmophyllum pertusum,14.3742285,68.9316332
Desmophyllum pertusum,8.75,64.37999725
Desmophyllum dianthus,-68.84999847,-59.72999954
Desmophyllum pertusum,6.5432,65.1183
Desmophyllum dianthus,170.2200012,-53.09000015
Desmophyllum pertusum,7.869999886,63.91999817
Desmophyllum pertusum,-6.329999924,60.33000183
Desmophyllum pertusum,14.35158564,68.93377244
Desmophyllum pertusum,10.7377,59.0617
Desmophyllum dianthus,167.683304,-50.608299
Desmophyllum pertusum,4.960000038,62.63999939
Desmophyllum pertusum,7.585367092,65.70184299
Desmophyllum pertusum,-14.60999966,56.29000092
Desmophyllum pertusum,14.40083676,68.91983896
Desmophyllum pertusum,20.9777,70.4363
Desmophyllum pertusum,-119.47347,33.92013
Desmophyllum dianthus,-117.80349,32.74326
Desmophyllum pertusum,14.35811601,68.9383765
Desmophyllum dianthus,168.225998,-23.288334
Desmophyllum dianthus,-125.0112228,48.24298859
Desmophyllum pertusum,-79.75092,28.32214
Desmophyllum pertusum,-119.47256,33.91962
Desmophyllum pertusum,-5,46
Desmophyllum pertusum,-79.75907,28.32035
Desmophyllum dianthus,167.8083038,-51.09999847
Desmophyllum dianthus,-179.5800018,-33.04000092
Desmophyllum dianthus,-79.23000336,7.53000021
Desmophyllum,-125.09761,48.10723
Desmophyllum pertusum,-79.75883,28.32026
Desmophyllum pertusum,21.09000015,70.44999695
Desmophyllum dianthus,158.9100037,-53.90999985
Desmophyllum,-125.21179,48.15867
Desmophyllum pertusum,-84.72864,26.20471
Desmophyllum pertusum,4.139999866,62.74000168
Desmophyllum pertusum,-79.75119,28.32212
Desmophyllum dianthus,-91.61000061,0.25
Desmophyllum dianthus,-33.75999832,39.38000107
Desmophyllum pertusum,16.39999962,69.70999908
Desmophyllum pertusum,7.855881507,64.0553805
Desmophyllum pertusum,-13.5,52.5
Desmophyllum pertusum,-84.73169,26.18782
Desmophyllum pertusum,5.8119,63.5986
Desmophyllum pertusum,-16.23833333,25.40333333
Desmophyllum,-125.17799,48.14319
Desmophyllum pertusum,-5.565000057,61.94499969
Desmophyllum pertusum,5.910096902,62.44523074
Desmophyllum pertusum,6.150000095,65.29000092
Desmophyllum,-125.17766,48.14434
Desmophyllum dianthus,178.5057,-35.36
Desmophyllum pertusum,-6,47
Desmophyllum pertusum,-79.72325,28.45853
Desmophyllum pertusum,-79.62175,28.79176
Desmophyllum pertusum,-84.72979,26.20474
Desmophyllum pertusum,7.940000057,64.09999847
Desmophyllum dianthus,151.3800049,-34.34999847
Desmophyllum pertusum,6.849999905,62.90000153
Desmophyllum pertusum,-79.61497,28.04115
Desmophyllum dianthus,178.8829956,-49.66699982
Desmophyllum,179.822,-43.886667
Desmophyllum pertusum,14.38736002,68.91363965
Desmophyllum pertusum,7.360000134,63.33000183
Desmophyllum,-125.18055,48.1437
Desmophyllum,-125.09249,48.12911
Desmophyllum dianthus,172.4333344,-31.86667061
Desmophyllum dianthus,-135,-54.38000107
Desmophyllum pertusum,-67.05000305,17.78000069
Desmophyllum dianthus,165.637833,-20.977667
Desmophyllum pertusum,-8.64083004,44.17166901
Desmophyllum,-125.01127,48.24295
Desmophyllum pertusum,5.105000019,63.06000137
Desmophyllum dianthus,-11.69999981,51.43000031
Desmophyllum pertusum,6.7069,62.9638
Desmophyllum pertusum,-13.93999958,53.77000046
Desmophyllum pertusum,7.852272,63.703142
Desmophyllum pertusum,-9.291666667,33.175
Desmophyllum,-125.18057,48.14321
Desmophyllum pertusum,-10.77999973,31.72999954
Desmophyllum pertusum,7.8785,64.1733
Desmophyllum pertusum,-25.67000008,37.88000107
Desmophyllum dianthus,-4.579999924,46.27999878
Desmophyllum pertusum,21.80999947,70.76999664
Desmophyllum pertusum,-84.83300018,26.5
Desmophyllum pertusum,-6,47
Desmophyllum dianthus,-118.60331,33.90175
Desmophyllum dianthus,-11.75,51.45000076
Desmophyllum dianthus,-119.47217,33.91869
Desmophyllum dianthus,-68.11000061,40.25999832
Desmophyllum dianthus,175.8372,-43.137
Desmophyllum dianthus,-118.40453,32.7136
Desmophyllum dianthus,167.6329956,-50.63299942
Desmophyllum dianthus,174.8999939,-41.5
Desmophyllum pertusum,-79.75882,28.32002
Desmophyllum pertusum,-79.61000061,29.28000069
Desmophyllum pertusum,-119.13907,33.70949
Desmophyllum pertusum,-20.05999947,63.16999817
Desmophyllum dianthus,-119.5125,33.9667
Desmophyllum dianthus,-174.7516667,-44.49
Desmophyllum dianthus,128.6499939,32.34999847
Desmophyllum pertusum,14.36591757,68.92258881
Desmophyllum dianthus,-30.757,37.565
Desmophyllum pertusum,-79.61595,28.7756
Desmophyllum pertusum,9.899999619,63.70999908
Desmophyllum pertusum,14.47128756,68.88828442
Desmophyllum pertusum,-119.47326,33.92014
Desmophyllum pertusum,-87,29.22999954
Desmophyllum pertusum,-87.1639,5.4083
Desmophyllum pertusum,-8,48
Desmophyllum pertusum,-119.13867,33.70941
Desmophyllum pertusum,-79.25,31.68000031
Desmophyllum pertusum,-88.37999725,29.10000038
Desmophyllum pertusum,-8,48
Desmophyllum pertusum,-119.13868,33.70949
Desmophyllum dianthus,-130.7799988,46.75999832
Desmophyllum dianthus,158.4799957,-56.31000137
Desmophyllum dianthus,-119.46934,33.9568
Desmophyllum pertusum,14.35748568,68.92984721
Desmophyllum pertusum,-14.65999985,57.25999832
Desmophyllum pertusum,-79.20305,31.77785
Desmophyllum dianthus,179.6600037,-43.54999924
Desmophyllum pertusum,-84.73237,26.18532
Desmophyllum pertusum,-6.75,59.95000076
Desmophyllum pertusum,-79.75908,28.32031
Desmophyllum pertusum,6.644537626,66.3092634
Desmophyllum pertusum,14.38646057,68.91848324
Desmophyllum dianthus,151.233,-34.90833
Desmophyllum,-125.18307,48.1424
Desmophyllum pertusum,5.590000153,63.72999954
Desmophyllum dianthus,-72.66999817,-41.63999939
Desmophyllum dianthus,166.421661,-22.536667
Desmophyllum pertusum,5.710077,63.734005
Desmophyllum pertusum,-79.08999634,31.73999977
Desmophyllum pertusum,-79.12000275,31.70000076
Desmophyllum,-125.17843,48.14328
Desmophyllum pertusum,7.940000057,64.04000092
Desmophyllum pertusum,-7.869999886,61.02000046
Desmophyllum pertusum,-79.7231,28.45844
Desmophyllum pertusum,-47.9025,-30.0583
Desmophyllum pertusum,-6.179999828,59.75999832
Desmophyllum dianthus,-119.49162,32.55481
Desmophyllum pertusum,5.7254,63.5128
Desmophyllum pertusum,-84.75583,26.33559
Desmophyllum pertusum,-80.13667297,30.50333023
Desmophyllum pertusum,-79.11667,31.43333
Desmophyllum pertusum,-14.98999977,52.82500076
Desmophyllum pertusum,-90.08118,27.97566
Desmophyllum pertusum,7.960000038,64.37000275
Desmophyllum,-125.18454,48.14173
Desmophyllum pertusum,-79.12662,31.7048
Desmophyllum pertusum,-119.13901,33.70959
Desmophyllum,-125.01317,48.25794
Desmophyllum dianthus,175.8000031,-44.13000107
Desmophyllum pertusum,-14.32999992,56.90999985
Desmophyllum pertusum,14.37287267,68.91579297
Desmophyllum pertusum,-88.38347,29.10739
Desmophyllum pertusum,-8.875,62.33499908
Desmophyllum dianthus,-119.48283,33.91855
Desmophyllum dianthus,179.742833,-42.7945
Desmophyllum pertusum,-84.19126892,26.96666908
Desmophyllum pertusum,11.13000011,66.95999908
Desmophyllum pertusum,5.210000038,63.04999924
Desmophyllum pertusum,4.059999943,62.63999939
Desmophyllum dianthus,167.25,-26.42000008
Desmophyllum dianthus,-119.45835,32.91383
Desmophyllum pertusum,6.25,63.9
Desmophyllum dianthus,-178.5,-30.56999969
Desmophyllum dianthus,-179.4900055,-48.33000183
Desmophyllum pertusum,-84.72884,26.20459
Desmophyllum pertusum,14.214805,69.013497
Desmophyllum dianthus,-168.1170044,-38.45000076
Desmophyllum,-125.17766,48.14434
Desmophyllum dianthus,-51.9336,-34.6675
Desmophyllum pertusum,-84.73206,26.19894
Desmophyllum dianthus,-119.47359,33.91857
Desmophyllum pertusum,-79.61506,28.04139
Desmophyllum pertusum,6.5271,65.1249
Desmophyllum pertusum,-79.75867,28.32026
Desmophyllum pertusum,-4,46
Desmophyllum dianthus,-28.42000008,61.59999847
Desmophyllum pertusum,-11.69999981,51.45000076
Desmophyllum,-125.01307,48.25801
Desmophyllum,166.602667,-49.42
Desmophyllum pertusum,10.5667,66.2375
Desmophyllum pertusum,4.0167,62.675
Desmophyllum pertusum,14.39091246,68.9183213
Desmophyllum pertusum,-16.68000031,17.5
Desmophyllum pertusum,6.237656,64.43317
