scientificName,decimalLongitude,decimalLatitude
Desmophyllum pertusum,-119.45823,33.9107
Desmophyllum pertusum,7.978,63.8135
Desmophyllum dianthus,-73.76999664,-52.75999832
Desmophyllum dianthus,158.4830017,-56.31700134
Desmophyllum dianthus,-119.47932,33.92047
Desmophyllum dianthus,-74.52500153,-42.10832977
Desmophyllum dianthus,-179.9035,-42.778667
Desmophyllum dianthus,-78.02999878,27.51000023
Desmophyllum pertusum,-9.069999695,62.00999832
Desmophyllum pertusum,-79.7383,29.1633
Desmophyllum pertusum,14.38062971,68.93191195
Desmophyllum pertusum,10.9667,58.9963
Desmophyllum pertusum,-14.72000027,63.61000061
Desmophyllum dianthus,176.2333069,-44.32329941
Desmophyllum pertusum,-9.75,62
Desmophyllum dianthus,169.9799957,-33.25
Desmophyllum pertusum,7.929999828,64.23999786
Desmophyllum pertusum,3.373718,62.619921
Desmophyllum,-125.09753,48.10358
Desmophyllum pertusum,-79.61387,28.03893
Desmophyllum dianthus,-8,47.95999908
Desmophyllum pertusum,8.050000191,64.08000183
Desmophyllum pertusum,-21.40999985,63.16500092
Desmophyllum pertusum,-79.13999939,31.70000076
Desmophyllum pertusum,-121.96595,36.8322
Desmophyllum dianthus,-117.41154,32.64676
Desmophyllum,-125.09229,48.12852
Desmophyllum dianthus,-90.31999969,-0.059999999
Desmophyllum pertusum,22.45499992,70.25499725
Desmophyllum dianthus,166.1,-48.016667
Desmophyllum dianthus,-119.48309,33.9189
Desmophyllum,-125.17774,48.14431
Desmophyllum pertusum,-6.170000076,35.29000092
Desmophyllum,-125.09679,48.10289
Desmophyllum pertusum,-8,48
Desmophyllum pertusum,12.25,65.6333
Desmophyllum pertusum,9.760000229,64.01000214
Desmophyllum dianthus,-77.875,27.37000084
Desmophyllum pertusum,-7,47
Desmophyllum pertusum,14.4205791,68.90947638
Desmophyllum pertusum,-4,46
Desmophyllum dianthus,-179.7299957,-43.90000153
Desmophyllum pertusum,-79.65000153,30.86700058
Desmophyllum pertusum,9.421899,67.426559
Desmophyllum pertusum,7.940000057,64.05000305
Desmophyllum,-125.09737,48.10432
Desmophyllum pertusum,8.029999733,64.06999969
Desmophyllum pertusum,10.875,63.885
Desmophyllum pertusum,-75.89125,34.18053
Desmophyllum pertusum,-77.52999878,31.86000061
Desmophyllum dianthus,-74.39170074,-49.40829849
Desmophyllum pertusum,22.45499992,70.26000214
Desmophyllum dianthus,-17.48999977,56.70000076
Desmophyllum pertusum,-12.63333321,60.73333359
Desmophyllum dianthus,-89.90000153,-0.479999989
Desmophyllum pertusum,3.157181,62.483906
Desmophyllum pertusum,22.4333,70.2617
Desmophyllum pertusum,-14.75,57.27999878
Desmophyllum dianthus,-127.7900009,32.43000031
Desmophyllum pertusum,7.929999828,64.04000092
Desmophyllum pertusum,-44.9,-25.4
Desmophyllum dianthus,77.52999878,-37.84999847
Desmophyllum dianthus,-119.47306,33.92126
Desmophyllum pertusum,-79.59999847,26.39999962
Desmophyllum dianthus,-31.51000023,58.36000061
Desmophyllum dianthus,172.4299927,-31.86000061
Desmophyllum pertusum,8.850000381,64.34999847
Desmophyllum pertusum,14.39457197,68.92002439
Desmophyllum dianthus,169.9799957,-33.25
Desmophyllum pertusum,-79.95,25.8
Desmophyllum pertusum,-5,46
Desmophyllum dianthus,-179.9235,-42.74566667
Desmophyllum dianthus,-118.40631,32.71902
Desmophyllum pertusum,-84.72977,26.20477
Desmophyllum pertusum,-77.61312,31.84669
Desmophyllum dianthus,179.4100037,-43.84999847
Desmophyllum pertusum,8.0667,64.055
Desmophyllum dianthus,173.2816772,-30.71666908
Desmophyllum,-125.17723,48.14404
Desmophyllum dianthus,-12.76000023,52.13000107
Desmophyllum pertusum,-79.72328,28.45873
Desmophyllum pertusum,22.30999947,70.26999664
Desmophyllum pertusum,-79.61563,28.32383
Desmophyllum pertusum,-30.07,38.32
Desmophyllum pertusum,3.329999924,62.40999985
Desmophyllum pertusum,-127.7900009,32.43000031
Desmophyllum dianthus,-123.3300018,38
Desmophyllum,-125.17722,48.14404
Desmophyllum pertusum,-15.64999962,55.52999878
Desmophyllum pertusum,-15,55
Desmophyllum pertusum,-15.35000038,56.59999847
Desmophyllum pertusum,7.103085,63.39132
Desmophyllum pertusum,8.090000153,64.08999634
Desmophyllum pertusum,3.559999943,62.56999969
Desmophyllum pertusum,11,68
Desmophyllum pertusum,-119.30226,34.03779
Desmophyllum dianthus,-15.52999973,55.61000061
Desmophyllum pertusum,5.5,63.34000015
Desmophyllum pertusum,-62.70000076,11.60000038
Desmophyllum pertusum,-28.10000038,38.86999893
Desmophyllum dianthus,-129.8099976,-54.81000137
Desmophyllum pertusum,7.9415,64.0555
Desmophyllum dianthus,-119.47623,33.91861
Desmophyllum dianthus,-72.69999695,38.75999832
Desmophyllum,-125.0134,48.25693
Desmophyllum pertusum,-88.37999725,29.11000061
Desmophyllum pertusum,-14.95499992,55.95999908
Desmophyllum dianthus,-28.92000008,45.22999954
Desmophyllum pertusum,-25.59499931,63.29000092
Desmophyllum pertusum,14.37788419,68.89527774
Desmophyllum pertusum,7.8782,63.9363
Desmophyllum pertusum,-9.899999619,40.08000183
Desmophyllum dianthus,174.8083333,-41.46266667
Desmophyllum pertusum,-9.899999619,40.08000183
Desmophyllum pertusum,-84.72976,26.20471
Desmophyllum pertusum,-84.72985,26.2048
Desmophyllum pertusum,-79.56667328,26
Desmophyllum dianthus,-117.98652,32.65264
Desmophyllum pertusum,-84.57225,25.63433
Desmophyllum dianthus,-119.47833,33.92008
Desmophyllum pertusum,-80.91663,24.23901
Desmophyllum pertusum,18.07383,70.127098
Desmophyllum pertusum,14.373705,68.930786
Desmophyllum dianthus,-31.61000061,58.34999847
Desmophyllum dianthus,-179.7299957,-43.90000153
Desmophyllum,-125.01314,48.25795
Desmophyllum pertusum,6.5569,64.9957
Desmophyllum pertusum,-13.06000042,60.36000061
Desmophyllum dianthus,167.8600006,-44.63000107
Desmophyllum dianthus,178.5158,-35.357
Desmophyllum dianthus,13.10499954,36.86999893
Desmophyllum pertusum,5.886538,62.448441
Desmophyllum pertusum,10.7643,59.1398
Desmophyllum pertusum,-50.5,-33.2833
Desmophyllum dianthus,178.4387,-35.8698
Desmophyllum pertusum,-88.3817,29.08358
Desmophyllum pertusum,6.5,64.5
Desmophyllum pertusum,14.37646919,68.92991764
Desmophyllum dianthus,-179.27,-42.76533
Desmophyllum pertusum,-15.77999973,55.5
Desmophyllum pertusum,-15.77999973,55.5
Desmophyllum pertusum,-26.98999977,63.97000122
Desmophyllum pertusum,5.610000134,63.70999908
Desmophyllum pertusum,-10.36499977,60.90000153
Desmophyllum pertusum,2.6833,62.45
Desmophyllum,174.7467041,-36.19499969
Desmophyllum,-125.2122,48.15821
Desmophyllum pertusum,14.3663352,68.93158817
Desmophyllum dianthus,179.9299927,-13.61999989
Desmophyllum pertusum,22.491,70.2688
Desmophyllum pertusum,-11.94999981,34.95000076
Desmophyllum dianthus,-174.721167,-44.136
Desmophyllum pertusum,-30.78000069,38.38000107
Desmophyllum dianthus,-17.48999977,56.65999985
Desmophyllum pertusum,-14.72999954,57.44499969
Desmophyllum dianthus,-119.47725,33.91878
Desmophyllum pertusum,-5.559999943,62.93000031
Desmophyllum pertusum,-79.76586,28.38906
Desmophyllum pertusum,7.600372571,65.70470926
Desmophyllum pertusum,9.2867,63.7933
Desmophyllum dianthus,-175.3332977,-43.86669922
Desmophyllum pertusum,-6,47
Desmophyllum pertusum,-11.75,51.45000076
Desmophyllum pertusum,5.931551,64.016041
Desmophyllum dianthus,-72.62000275,-42.54999924
Desmophyllum pertusum,-79.61334,28.1616
Desmophyllum dianthus,-119.47686,33.92181
Desmophyllum pertusum,7.800000191,64.05000305
Desmophyllum pertusum,-88.62598,28.97303
Desmophyllum dianthus,118.35,-35.4341
Desmophyllum pertusum,-8,48
Desmophyllum,-125.01389,48.25834
Desmophyllum dianthus,-119.07333,32.70188
Desmophyllum pertusum,-7.400000095,36.60832977
Desmophyllum dianthus,-119.48512,33.92097
Desmophyllum,-124.93541,48.30301
Desmophyllum pertusum,-89.3182,28.44106
Desmophyllum pertusum,-79.05000305,27.88332939
Desmophyllum dianthus,-179.3300018,-48.15999985
Desmophyllum dianthus,159.718521,-24.742332
Desmophyllum pertusum,-88.05,29.2
Desmophyllum dianthus,-117.4454,32.63169
Desmophyllum pertusum,-79.61341,28.04021
Desmophyllum dianthus,178.0855,-43.28216667
Desmophyllum dianthus,167.6799927,-50.70000076
Desmophyllum pertusum,7.597381607,65.70563297
Desmophyllum dianthus,-119.47493,33.91852
Desmophyllum pertusum,-25.35000038,38.00999832
Desmophyllum pertusum,14.316585,68.954807
Desmophyllum pertusum,-79.61621,28.27166
Desmophyllum,-125.01324,48.25696
Desmophyllum,-125.09737,48.10432
Desmophyllum pertusum,-119.13246,33.7067
Desmophyllum dianthus,-178.728833,-43.538667
Desmophyllum pertusum,-17.87000084,63.18999863
Desmophyllum pertusum,-125.09719,48.10575
Desmophyllum pertusum,-13.41499996,53.45000076
Desmophyllum,-125.21036,48.15881
Desmophyllum dianthus,147.2799988,-44.31000137
Desmophyllum,-125.01184,48.24469
Desmophyllum pertusum,-79.76609,28.38838
Desmophyllum pertusum,-79.51332855,28.98666954
Desmophyllum dianthus,-121.98455,36.71113
Desmophyllum pertusum,-79.33000183,27.05999947
Desmophyllum,-125.01322,48.25695
Desmophyllum dianthus,179.452835,-43.405834
Desmophyllum pertusum,-80.80000305,24.29999924
Desmophyllum pertusum,-79.73332977,30.43333054
Desmophyllum pertusum,8.020000458,64.06999969
Desmophyllum,-125.01321,48.25872
Desmophyllum pertusum,-86.85435,29.47645
Desmophyllum pertusum,-8,48
Desmophyllum dianthus,-117.44509,32.63189
Desmophyllum pertusum,-91.44999695,-1
Desmophyllum pertusum,14.37826572,68.92455008
Desmophyllum dianthus,175.8000031,-44.13000107
Desmophyllum pertusum,-81.65000153,24.19199944
Desmophyllum dianthus,166.6973333,-48.986
Desmophyllum pertusum,-62.86999893,44
Desmophyllum dianthus,-119.48305,33.91877
Desmophyllum pertusum,7.869999886,63.91999817
Desmophyllum pertusum,-77.5,32.58000183
Desmophyllum pertusum,-88.3769,29.06894
Desmophyllum dianthus,169.9799957,-33.25
Desmophyllum dianthus,178.1300049,-39.99000168
Desmophyllum pertusum,-6,47
Desmophyllum dianthus,-29.73999977,37.90000153
Desmophyllum,-125.01333,48.25693
Desmophyllum pertusum,22.215358,70.35166
Desmophyllum pertusum,-79.61688,28.77406
Desmophyllum pertusum,7.8,63.9667
Desmophyllum pertusum,8.050000191,64.08000183
Desmophyllum pertusum,-75.69999695,34.43000031
Desmophyllum,-125.01127,48.24295
Desmophyllum pertusum,15.85999966,69.75
Desmophyllum dianthus,-157.3805542,21.20277977
Desmophyllum pertusum,11.10999966,66.97000122
Desmophyllum pertusum,-5.804999828,61.61500168
Desmophyllum pertusum,4.949999809,62.75
Desmophyllum pertusum,14.37093698,68.92325091
Desmophyllum pertusum,-16.06999969,55.43999863
Desmophyllum dianthus,-127.79,32.9131
Desmophyllum pertusum,-79.61651,28.77505
Desmophyllum pertusum,-6,47
Desmophyllum pertusum,5.300000191,62.72999954
Desmophyllum dianthus,-9.883330345,48.62166977
Desmophyllum pertusum,-86.85463,29.47565
Desmophyllum pertusum,5.71999979,63.50999832
Desmophyllum pertusum,-78.62000275,32.11000061
Desmophyllum pertusum,9.30294,67.451609
Desmophyllum,-125.17723,48.14404
Desmophyllum dianthus,-119.48833,33.92191
Desmophyllum pertusum,14.4204527,68.92235891
Desmophyllum dianthus,132.8800049,-5.489999771
Desmophyllum pertusum,-86.85442,29.47606
Desmophyllum pertusum,10.7433,59.0603
Desmophyllum pertusum,8.0283,64.0783
Desmophyllum dianthus,-79.98312,23.33379
Desmophyllum pertusum,11.1091,66.9741
Desmophyllum pertusum,-9.899999619,40.08000183
Desmophyllum pertusum,-60.55833054,35.21389008
Desmophyllum pertusum,10.89000034,66.91999817
Desmophyllum dianthus,176.4799957,-37.36999893
Desmophyllum pertusum,5.75,63.70000076
Desmophyllum dianthus,13.13000011,36.85499954
Desmophyllum dianthus,166.6973333,-48.986
Desmophyllum pertusum,10.7298,59.0761
Desmophyllum dianthus,175.9600067,-43.59000015
Desmophyllum dianthus,172.8500061,-40.50999832
Desmophyllum pertusum,9.899999619,63.97000122
Desmophyllum,-125.01483,48.26013
Desmophyllum pertusum,-91.5,27.78000069
Desmophyllum pertusum,5.072082,63.008362
Desmophyllum pertusum,-16.06999969,55.43999863
Desmophyllum pertusum,-8.970000267,43.79999924
Desmophyllum dianthus,-174.89,-44.463333
Desmophyllum pertusum,22.4807,70.2638
Desmophyllum pertusum,-8,48
Desmophyllum pertusum,-5.829999924,61.02000046
Desmophyllum pertusum,14.39655681,68.8914532
Desmophyllum pertusum,-79.75897,28.32043
Desmophyllum pertusum,9.556509,67.558643
Desmophyllum dianthus,147.3500061,-44.25
Desmophyllum pertusum,14.3587646,68.93347341
Desmophyllum pertusum,5.639999866,63.70999908
Desmophyllum pertusum,20.94000053,70.41999817
Desmophyllum pertusum,4.510000229,60.77000046
Desmophyllum pertusum,18.48806326,70.6995322
Desmophyllum pertusum,-79.62086,28.79288
Desmophyllum dianthus,176.1999969,-44.09999847
Desmophyllum pertusum,6.480000019,65.98000336
Desmophyllum pertusum,-15.81999969,55.47000122
Desmophyllum dianthus,-72.43000031,-42.15999985
Desmophyllum dianthus,167.25,-15.15
Desmophyllum,-125.20986,48.15903
Desmophyllum dianthus,-72.45999908,-42.38000107
Desmophyllum pertusum,14.02999973,67.18000031
Desmophyllum pertusum,-75.87303,34.23312
Desmophyllum pertusum,-11.30000019,50.70000076
Desmophyllum pertusum,-84.73204,26.19886
Desmophyllum pertusum,14.38348182,68.90706808
Desmophyllum pertusum,-79.76532,28.38971
Desmophyllum dianthus,-75.62999725,34.20999908
Desmophyllum pertusum,-84.7051,26.17965
Desmophyllum pertusum,-119.13909,33.70936
Desmophyllum dianthus,9.600000381,43.25
Desmophyllum pertusum,-5.25,61.25
Desmophyllum pertusum,5.6242,63.7295
Desmophyllum,-125.01198,48.25614
Desmophyllum dianthus,-119.4921,32.55572
Desmophyllum dianthus,-156.66007,20.48685
Desmophyllum pertusum,-88.05000305,29.20000076
Desmophyllum dianthus,178.75,-49.5
Desmophyllum,167.679993,-50.6833
Desmophyllum pertusum,14.37130147,68.93672536
Desmophyllum dianthus,-57,-51.75
Desmophyllum pertusum,16,69.73999786
Desmophyllum pertusum,6.2,60.275
Desmophyllum pertusum,-12.64999962,60.43000031
Desmophyllum pertusum,-10.14999962,59.25
Desmophyllum dianthus,178.8000031,-35.41999817
Desmophyllum dianthus,-119.64884,33.08009
Desmophyllum dianthus,-119.4754,33.92199
Desmophyllum pertusum,7.920000076,65.75
Desmophyllum pertusum,-79.75899,28.32033
Desmophyllum,-125.17788,48.14425
Desmophyllum dianthus,-117.44617,32.63063
Desmophyllum dianthus,134.2599945,33.06999969
Desmophyllum pertusum,-89.31837,28.4413
Desmophyllum pertusum,-10.01000023,60.66999817
Desmophyllum,-125.01286,48.25688
Desmophyllum pertusum,14.40720148,68.9201074
Desmophyllum pertusum,7.835000038,64.04499817
Desmophyllum dianthus,-179.4900055,-48.31999969
Desmophyllum pertusum,-79.61555,28.32164
Desmophyllum dianthus,-119.47547,33.92202
Desmophyllum pertusum,-79.61399,28.03789
Desmophyllum pertusum,-17.5,56.70000076
Desmophyllum pertusum,-79.75932,28.3212
Desmophyllum dianthus,167.25,-26.40999985
Desmophyllum pertusum,-5.664999962,61.70000076
Desmophyllum pertusum,9.130000114,64.94999695
Desmophyllum pertusum,-79.66000366,27.07999992
Desmophyllum dianthus,-119.4774,33.96474
Desmophyllum pertusum,-15.61999989,55.58000183
Desmophyllum pertusum,-88.37752,29.06926
Desmophyllum pertusum,-79.33000183,27.97999954
Desmophyllum dianthus,-140.3200073,-53.93000031
Desmophyllum dianthus,-119.47504,33.95763
Desmophyllum pertusum,9.159999847,64.52999878
Desmophyllum pertusum,-7.139999866,35.50999832
Desmophyllum pertusum,8.06000042,64.05000305
Desmophyllum pertusum,-79.33332825,26.58333015
Desmophyllum pertusum,6.7096,62.9659
Desmophyllum pertusum,14.2812,68.9188
Desmophyllum pertusum,-88.0117,29.16488
Desmophyllum pertusum,-16.03000069,59.31000137
Desmophyllum dianthus,-117.41464,32.64208
Desmophyllum pertusum,-84.5722,25.63427
Desmophyllum pertusum,4.909999847,62.54999924
Desmophyllum pertusum,-79.6138,28.04019
Desmophyllum pertusum,-84.73108,26.18669
Desmophyllum,-125.01127,48.24295
Desmophyllum pertusum,22.43000031,70.26000214
Desmophyllum pertusum,6.579999924,62.65999985
Desmophyllum dianthus,-7.84499979,47.95832825
Desmophyllum,-125.17722,48.14404
Desmophyllum,-125.01321,48.25695
Desmophyllum dianthus,-1.919999957,36.11999893
Desmophyllum dianthus,167.085007,-45.490799
Desmophyllum pertusum,-11.72999954,51.43000031
Desmophyllum pertusum,-79.72339,28.45873
Desmophyllum dianthus,178.5173,-35.3568
Desmophyllum pertusum,5.829999924,63.63000107
Desmophyllum dianthus,-119.47622,33.91861
Desmophyllum,-125.01357,48.2569
Desmophyllum pertusum,11.13000011,66.94999695
Desmophyllum pertusum,-78.87999725,31.70000076
Desmophyllum pertusum,-29.97999954,34.38000107
Desmophyllum dianthus,-119.47496,33.9211
Desmophyllum pertusum,7.929,64.0675
Desmophyllum dianthus,176.197333,-41.319333
Desmophyllum pertusum,-79.53333282,25.64999962
Desmophyllum pertusum,10.72999954,59.06999969
Desmophyllum pertusum,-79.69999695,30.96699905
Desmophyllum dianthus,77.63999939,-38.66999817
Desmophyllum pertusum,-11.76000023,51.43000031
Desmophyllum,-125.01351,48.25688
Desmophyllum pertusum,-79.5583,31.15
Desmophyllum pertusum,-79.61336,28.16148
Desmophyllum pertusum,5.799759,63.732172
Desmophyllum pertusum,-15.77999973,55.5
Desmophyllum dianthus,151.3800049,-34.36999893
Desmophyllum dianthus,-119.48942,33.92185
Desmophyllum dianthus,-117.79604,32.74274
Desmophyllum pertusum,22.29999924,70.15000153
Desmophyllum,-125.01263,48.25973
Desmophyllum dianthus,-119.4843,33.91979
Desmophyllum dianthus,2.599999905,39.40000153
Desmophyllum pertusum,-29.42000008,37.88000107
Desmophyllum,-125.17768,48.14434
Desmophyllum pertusum,-76.46386,33.56957
Desmophyllum dianthus,-73.73000336,-43.88000107
Desmophyllum pertusum,-28.10000038,38.86999893
Desmophyllum pertusum,6.8496,62.9009
Desmophyllum pertusum,5.710000038,63.52000046
Desmophyllum pertusum,-79.6217,28.79204
Desmophyllum pertusum,-91.26670074,27.39170074
Desmophyllum pertusum,-79.61377,28.03856
Desmophyllum dianthus,171.7,-53.8
Desmophyllum pertusum,162.0099945,-51
Desmophyllum pertusum,-84.72572,26.20765
Desmophyllum pertusum,-5,46
Desmophyllum pertusum,9.078753,67.370669
Desmophyllum dianthus,-179.955,-42.67416667
Desmophyllum dianthus,177.8385,-36.4472
Desmophyllum pertusum,14.39790438,68.92759414
Desmophyllum pertusum,5.3233,63.2083
Desmophyllum pertusum,5.940182,64.618588
Desmophyllum dianthus,-117.3799973,32.77000046
Desmophyllum pertusum,7.96999979,64.06999969
Desmophyllum,-125.01273,48.25689
Desmophyllum pertusum,9.8,63.6
Desmophyllum pertusum,-12.43000031,60.56999969
Desmophyllum pertusum,-15.80000019,55.49000168
Desmophyllum pertusum,-88.0167,29.1667
Desmophyllum pertusum,-118.3000031,28.89999962
Desmophyllum dianthus,-119.47258,33.91968
Desmophyllum pertusum,-119.13867,33.70941
Desmophyllum pertusum,14.38322736,68.91924249
Desmophyllum,-125.01441,48.25803
Desmophyllum dianthus,176.8000031,-36.15999985
Desmophyllum pertusum,-79.55000305,28.12999916
Desmophyllum pertusum,9.109999657,64.94000244
Desmophyllum pertusum,-84.57683,25.63343
Desmophyllum pertusum,14.3774128,68.9315222
Desmophyllum dianthus,-81.16999817,23.97999954
Desmophyllum pertusum,-11.68999958,51.38999939
Desmophyllum,-125.01394,48.26012
Desmophyllum pertusum,-11.69999981,51.45000076
Desmophyllum dianthus,-119.47564,33.92214
Desmophyllum dianthus,-90.31999969,-0.059999999
Desmophyllum pertusum,-119.13878,33.70935
Desmophyllum pertusum,-78.4233,31.59
Desmophyllum pertusum,9.369915,65.049771
Desmophyllum pertusum,-6,47
Desmophyllum pertusum,-125.01126,48.24295
Desmophyllum pertusum,6.8546,62.9006
Desmophyllum pertusum,-4.789999962,46.65999985
Desmophyllum dianthus,-119.47752,33.96146
Desmophyllum pertusum,-27.20000076,38.11999893
Desmophyllum pertusum,20.82999992,70.41000366
Desmophyllum dianthus,-15.52999973,55.61000061
Desmophyllum pertusum,7.929999828,64.05000305
Desmophyllum dianthus,167.550003,-23.041666
Desmophyllum pertusum,-5.565000057,61.93999863
Desmophyllum pertusum,3.720000029,62.59999847
Desmophyllum pertusum,-79.61417,28.04004
Desmophyllum pertusum,-11.75,42.74000168
Desmophyllum pertusum,-9,60.83000183
Desmophyllum pertusum,-79.86644,30.51686
Desmophyllum pertusum,10,63.45000076
Desmophyllum pertusum,-59.0333,43.7
Desmophyllum pertusum,-15,55
Desmophyllum dianthus,173.5,-43.445
Desmophyllum pertusum,22.484111,70.271889
Desmophyllum dianthus,8.630000114,43.34000015
Desmophyllum pertusum,-10.41499996,60.79499817
Desmophyllum pertusum,8.029999733,64.08000183
Desmophyllum pertusum,-28.12999916,38.75999832
Desmophyllum pertusum,21.67000008,70.55000305
Desmophyllum pertusum,20.49420402,69.91523393
Desmophyllum dianthus,-73.68332672,-51.8666687
Desmophyllum pertusum,14.45809518,68.89479235
Desmophyllum dianthus,-89.80999756,-1.309999943
Desmophyllum,-125.18093,48.14342
Desmophyllum dianthus,167.6300049,-50.63000107
Desmophyllum dianthus,129.3300018,31.65999985
Desmophyllum pertusum,-79.6273,28.46351
Desmophyllum pertusum,-15.77999973,55.5
Desmophyllum pertusum,-10.15999985,59.20000076
Desmophyllum dianthus,150.3667,-36.9658
Desmophyllum pertusum,-79.75164,28.32164
Desmophyllum pertusum,-79.6233,28.7892
Desmophyllum dianthus,-119.47552,33.95958
Desmophyllum pertusum,16.4,69.7167
Desmophyllum pertusum,-8,48
Desmophyllum pertusum,7.820000172,64.12999725
Desmophyllum pertusum,6.019202,64.058711
Desmophyllum pertusum,14.37233202,68.90066779
Desmophyllum pertusum,7.9433,64.2427
Desmophyllum pertusum,10.97000027,64.62000275
Desmophyllum pertusum,10.88000011,66.91999817
Desmophyllum dianthus,-119.49069,33.92189
Desmophyllum pertusum,5.809999943,63.59000015
Desmophyllum,-125.01127,48.24295
Desmophyllum pertusum,-79.76654,28.38897
Desmophyllum pertusum,-79.62145,28.79171
Desmophyllum dianthus,-68.73329926,-56.48329926
Desmophyllum dianthus,-119.4762,33.9186
Desmophyllum pertusum,9.267098,67.468793
Desmophyllum pertusum,-79.62392,28.79422
Desmophyllum pertusum,-6.579999924,35.77999878
Desmophyllum dianthus,-117,32
Desmophyllum pertusum,10.78999996,59.09000015
Desmophyllum pertusum,-88.37999725,29.10000038
Desmophyllum dianthus,176.083333,-43.416667
Desmophyllum pertusum,8.010000229,64.06999969
Desmophyllum pertusum,6.539999962,65.12999725
Desmophyllum pertusum,9.569913,67.557267
Desmophyllum dianthus,-119.4744,33.91852
Desmophyllum pertusum,-84.72837,26.20743
Desmophyllum dianthus,178.542313,-35.350819
Desmophyllum pertusum,-77.69999695,32.00999832
Desmophyllum pertusum,4.429999828,60.77000046
Desmophyllum dianthus,176.8300018,-37.25
Desmophyllum pertusum,9.800632,63.637487
Desmophyllum dianthus,176.1900024,-44.09999847
Desmophyllum pertusum,7.880000114,63.95999908
Desmophyllum pertusum,-119.30226,34.03778
Desmophyllum dianthus,178.1300049,-40
Desmophyllum pertusum,8.010000229,64.06999969
Desmophyllum pertusum,19.343562,70.57056379
Desmophyllum pertusum,-79.76663,28.3891
Desmophyllum pertusum,-119.4734,33.92015
Desmophyllum pertusum,10.7307,59.1087
Desmophyllum dianthus,-82.91999817,23.22999954
Desmophyllum dianthus,147.17662,-44.321255
Desmophyllum pertusum,-79.72172,28.45658
Desmophyllum pertusum,-79.61275,28.03763
Desmophyllum pertusum,-87,29.22999954
Desmophyllum pertusum,-15.85999966,59.25
Desmophyllum pertusum,-11.82999992,60.20000076
Desmophyllum pertusum,7.8787,63.923
Desmophyllum dianthus,178.8829956,-49.66699982
Desmophyllum,-125.17722,48.14404
Desmophyllum pertusum,-79.62223,28.79293
Desmophyllum pertusum,-79.48000336,27.38999939
Desmophyllum,-125.2115,48.15861
Desmophyllum pertusum,-10.41499996,60.78499985
Desmophyllum pertusum,5.71999979,63.50999832
Desmophyllum pertusum,-84.73199,26.19896
Desmophyllum pertusum,9.289999962,67.45999908
Desmophyllum pertusum,6.050000191,63.65000153
Desmophyllum pertusum,5.800000191,63.59000015
Desmophyllum pertusum,-14.75,57.27999878
Desmophyllum dianthus,178.3745,-42.777167
Desmophyllum dianthus,-117.79246,32.74264
Desmophyllum pertusum,-79.80000305,30.84199905
Desmophyllum dianthus,-89.81700134,-1.317000031
Desmophyllum,-125.09748,48.10359
Desmophyllum dianthus,-119.47394,33.91851
Desmophyllum pertusum,20.59,70.33
Desmophyllum pertusum,5.7253,63.5125
Desmophyllum dianthus,-119.48277,33.91849
Desmophyllum pertusum,-11.82999992,60.20000076
Desmophyllum pertusum,5.1203,60.148958
Desmophyllum pertusum,-16,59.25
Desmophyllum pertusum,-77.86000061,31.80999947
Desmophyllum pertusum,-84.73235,26.19893
Desmophyllum pertusum,-79.76602,28.38907
Desmophyllum pertusum,-8,48
Desmophyllum pertusum,-79.61681,28.77417
Desmophyllum pertusum,-88.33000183,29.17000008
Desmophyllum dianthus,158.75,-56.66999817
Desmophyllum pertusum,-84.72976,26.18838
Desmophyllum pertusum,-79.61641,28.77304
Desmophyllum pertusum,-13.11499977,53.56999969
Desmophyllum,-125.17843,48.14328
Desmophyllum pertusum,7.909999847,64.40000153
Desmophyllum pertusum,6.220949,64.618143
Desmophyllum pertusum,7.596920553,65.70529672
Desmophyllum pertusum,-12.56000042,52.22000122
Desmophyllum pertusum,11.07999992,63.84000015
Desmophyllum pertusum,7.889999866,63.95000076
Desmophyllum pertusum,-4,46
Desmophyllum dianthus,166.6026667,-49.42
Desmophyllum pertusum,-15.64000034,55.56999969
Desmophyllum pertusum,20.62000084,70.31999969
Desmophyllum dianthus,177.155333,-42.671833
Desmophyllum dianthus,149.833,-39.15
Desmophyllum dianthus,-155.999,19.53033
Desmophyllum pertusum,10.7944,59.0982
Desmophyllum dianthus,-117.44733,32.62885
Desmophyllum pertusum,0.589999974,62.00999832
Desmophyllum pertusum,22.4901145,70.27327796
Desmophyllum pertusum,14.39117691,68.90035647
Desmophyllum dianthus,-13.93999958,53.77000046
Desmophyllum pertusum,-7.380000114,56.81000137
Desmophyllum pertusum,19.164564,70.610262
Desmophyllum pertusum,9.296396,67.451618
Desmophyllum dianthus,-119.35758,32.89837
Desmophyllum dianthus,167.4499969,-48.70999908
Desmophyllum dianthus,175.9700012,-43.52999878
Desmophyllum,-125.01358,48.25691
Desmophyllum pertusum,14.43997227,68.91413695
Desmophyllum pertusum,-84.73219,26.18565
Desmophyllum pertusum,14.36315065,68.89930486
Desmophyllum pertusum,-79.76641,28.38904
Desmophyllum dianthus,-176.0916667,-42.9633333
Desmophyllum pertusum,-88.37999725,29.10000038
Desmophyllum pertusum,5.338239,63.221621
Desmophyllum pertusum,-78.94389343,31.39361
Desmophyllum pertusum,18.06999969,70.12000275
Desmophyllum pertusum,5.3033,59.8167
Desmophyllum pertusum,-11.75,51.45000076
Desmophyllum dianthus,-119.46715,33.95733
