Crane,Time,X,Y
100853,10/5/13 13:27,165.9336184,48.12509565
100853,10/5/13 19:27,164.945087,50.0636156
100853,10/6/13 07:24,168.8852609,44.54779517
100853,10/6/13 13:24,169.3062727,43.61539701
100853,10/6/13 19:23,169.2769583,43.65895987
100853,10/7/13 01:22,169.2839187,43.6591899
100853,10/7/13 07:23,168.8505349,43.70054978
100853,10/7/13 13:21,169.2571812,43.62490754
100853,10/7/13 19:20,169.2491165,43.65803983
100853,10/8/13 01:20,169.256445,43.64714907
100853,10/8/13 07:21,169.3020777,44.58382392
100853,10/8/13 13:18,169.2897748,43.69278222
100853,10/8/13 19:17,165.1175575,50.32523304
100853,10/9/13 07:16,169.5143985,45.11409728
100853,10/9/13 19:12,172.0796668,44.44260794
100853,10/10/13 01:11,172.0661223,44.43101966
100853,10/10/13 07:11,172.0286272,45.13115101
100853,10/10/13 13:10,172.1090016,44.39906095
100853,10/10/13 19:10,172.0664965,44.41989905
100853,10/11/13 01:09,172.0664965,44.41989905
100853,10/11/13 07:09,172.1726176,46.0266482
100853,10/11/13 13:10,178.1418819,-79.29871717
100853,10/11/13 19:08,393.7519849,-522.4679815
100853,10/12/13 01:08,433.1333102,-551.2184381
100853,10/12/13 07:06,475.955458,-556.4497415
100853,10/12/13 13:04,583.8379401,-724.5454031
100853,10/12/13 19:03,636.4517671,-849.3304089
100853,10/13/13 01:02,636.0549476,-849.1362135
100853,10/13/13 07:02,635.7265519,-849.4716868
100853,10/13/13 13:02,634.4831052,-848.8495875
100853,10/13/13 19:01,636.4523462,-847.8320726
100853,10/14/13 01:01,636.4463935,-847.8550445
100853,10/14/13 07:00,636.3439277,-847.7313611
100853,10/14/13 13:00,634.4554719,-849.6574178
100853,10/14/13 18:59,635.7750728,-848.2927199
100853,10/15/13 00:58,635.7506445,-848.1275028
100853,10/15/13 06:58,635.7425157,-848.1283342
100853,10/15/13 12:57,634.5091312,-849.2829794
100853,10/15/13 18:56,636.0522518,-849.1923945
100853,10/16/13 00:56,636.0441217,-849.1932262
100853,10/16/13 06:56,636.0522518,-849.1923945
100853,10/16/13 12:55,635.0365104,-849.2179562
100853,10/16/13 18:55,636.4165689,-847.8021923
100853,10/17/13 00:54,636.4165689,-847.8021923
100853,10/17/13 06:55,635.5129871,-849.4711568
100853,10/17/13 12:52,661.2647581,-981.1807792
100853,10/17/13 18:51,710.2710196,-1287.834909
100853,10/18/13 00:50,710.2710196,-1287.834909
100853,10/18/13 06:49,710.261258,-1287.824756
100853,10/19/13 12:42,798.567019,-1611.382352
100853,10/19/13 18:40,801.6141889,-1616.689468
100853,10/20/13 06:38,801.6504362,-1616.685418
100853,10/20/13 12:37,803.3823135,-1691.384488
100853,10/20/13 18:36,792.0707927,-1733.028841
100853,10/21/13 00:36,791.9313075,-1733.122163
100853,10/21/13 06:37,791.886852,-1733.048743
100853,10/21/13 12:35,705.4748156,-1796.831613
100853,10/21/13 18:33,698.244017,-1773.432236
100853,10/22/13 00:31,698.2701037,-1773.195486
100853,10/22/13 06:30,698.1445303,-1773.252007
100853,10/22/13 12:31,737.4990506,-1765.812026
100853,10/22/13 18:29,784.8885227,-1706.111626
100854,9/1/13 01:59,-2479.0953,2852.024207
100854,9/1/13 09:59,-2479.11669,2852.054425
100854,9/1/13 17:57,-2476.785681,2853.160374
100854,9/2/13 01:56,-2479.191298,2852.057523
100854,9/2/13 09:56,-2479.133672,2852.242112
100854,9/2/13 17:55,-2475.020793,2850.813475
100854,9/3/13 01:54,-2473.746922,2852.143391
100854,9/3/13 09:54,-2472.924178,2851.821319
100854,9/3/13 17:53,-2470.721707,2851.53698
100854,9/4/13 01:52,-2479.050611,2852.26799
100854,9/5/13 17:49,-2475.802717,2853.101829
100854,9/6/13 01:48,-2479.200692,2852.193569
100854,9/7/13 01:46,-2346.533914,2648.49306
100854,9/8/13 11:45,-2296.016781,2462.14609
100854,9/8/13 19:45,-2164.228205,2305.78398
100854,9/9/13 03:45,-2164.509492,2262.992379
100854,9/9/13 11:44,-2162.181516,2262.719129
100854,9/9/13 19:44,-2150.935968,2262.244337
100854,9/10/13 03:41,-2141.96003,2277.612471
100854,9/19/13 09:19,1.141103159,45.49114682
100854,9/19/13 17:18,40.51301523,-55.56534012
100854,9/20/13 01:17,40.37752732,-55.47739111
100854,9/20/13 09:16,33.71701633,-52.45418168
100854,9/20/13 17:17,40.82192036,-51.49144537
100854,9/21/13 01:13,42.94148914,-52.31995163
100854,9/21/13 17:12,40.88028175,-51.70235284
100854,9/22/13 01:08,42.96957835,-52.28634819
100854,9/22/13 09:09,40.66224699,-51.01434024
100854,9/22/13 17:07,41.03625607,-51.70113331
100854,9/23/13 01:04,42.94176204,-52.35332252
100854,9/23/13 09:03,41.2892131,-50.50883852
100854,9/23/13 17:04,41.53971547,-51.70828951
100854,9/24/13 01:00,43.11857083,-52.29624846
100854,9/24/13 09:00,40.51986962,-50.9375732
100854,9/24/13 17:00,40.77808749,-51.32492154
100854,9/25/13 00:57,42.96985144,-52.31971909
100854,9/25/13 08:57,40.77541024,-50.06788946
100854,9/25/13 16:56,41.14940138,-52.56794461
100854,9/26/13 00:55,42.93448951,-52.33113337
100854,9/26/13 16:53,48.41447035,-56.02118091
100854,9/27/13 00:51,46.95176332,-54.33244619
100854,9/27/13 08:50,47.5468474,-55.02792162
100854,9/27/13 16:50,48.17670398,-54.85530452
100854,9/28/13 00:48,46.97363991,-54.39899677
100854,9/28/13 08:48,47.840741,-56.13769093
100854,9/28/13 16:47,46.7391295,-53.5556362
100854,9/29/13 00:46,46.94467003,-54.33250972
100854,9/29/13 08:46,44.86134542,-58.75599505
100854,9/29/13 16:45,45.0742761,-59.57736873
100854,9/30/13 00:44,42.03138698,-58.22321505
100854,9/30/13 08:44,39.85657747,-62.5786158
100854,9/30/13 16:43,42.75656679,-59.22966302
100854,10/1/13 00:42,41.97477616,-58.24591679
100854,10/1/13 08:42,40.26272016,-62.73125576
100854,10/1/13 16:42,40.07461338,-62.2877288
100854,10/2/13 00:41,42.02393292,-58.17877774
100854,10/2/13 08:39,41.42649267,-61.64315996
100854,10/2/13 16:39,42.01578414,-59.82523085
100854,10/3/13 00:37,41.98187474,-58.24585999
100854,10/3/13 08:36,40.0166547,-57.47139791
